,0,1
137,2018-03-26,8.05%
138,2018-03-19,-6.57%
139,2018-03-12,-1.37%
140,2018-03-05,-24.32%
141,2018-02-26,4.89%
142,2018-02-19,-5.71%
143,2018-02-12,-13.51%
144,2018-02-05,-0.48%
145,2018-01-29,12.32%
146,2018-01-22,24.32%
147,2018-01-15,-50.71%
0,2018-01-08,
1,2020-11-09,-7.22%
2,2020-11-02,-7.05%
3,2020-10-26,29.04%
4,2020-10-19,
5,2020-10-05,19.27%
6,2020-09-28,-25.51%
7,2020-09-21,6.56%
8,2020-09-14,22.11%
9,2020-09-07,-18.47%
10,2020-08-31,-8.37%
11,2020-08-24,9.12%
12,2020-08-17,12.36%
13,2020-08-10,-1.76%
14,2020-08-03,-36.36%
15,2020-07-27,34.29%
16,2020-07-20,-30.92%
17,2020-07-13,11.81%
18,2020-07-06,6.69%
19,2020-06-29,-24.22%
20,2020-06-22,14.8%
21,2020-06-15,
22,2020-05-04,7.57%
23,2020-04-27,
24,2020-04-13,-16.41%
25,2020-04-06,23.61%
26,2020-03-30,-4.29%
27,2020-03-23,-20.99%
28,2020-03-16,14.63%
29,2020-03-09,2.79%
30,2020-03-02,-22.54%
31,2020-02-24,15.38%
32,2020-02-17,-2.77%
33,2020-02-10,-1.15%
34,2020-02-03,-22.43%
35,2020-01-27,6.52%
36,2020-01-20,18.94%
37,2020-01-13,-11.07%
38,2020-01-06,-15.5%
39,2019-12-30,11.5%
40,2019-12-23,2.89%
41,2019-12-16,-2.6%
42,2019-12-09,-6.88%
43,2019-12-02,4.41%
44,2019-11-25,14.54%
45,2019-11-18,-29.88%
46,2019-11-11,16.29%
47,2019-11-04,6.11%
48,2019-10-28,-5.69%
49,2019-10-21,7.69%
50,2019-10-14,-18.75%
51,2019-10-07,10.18%
52,2019-09-30,-25.78%
53,2019-09-23,0.62%
54,2019-09-16,18.44%
55,2019-09-09,-18.39%
56,2019-09-02,18.77%
57,2019-08-26,-15.54%
58,2019-08-19,-5.52%
59,2019-08-12,1.63%
60,2019-08-05,-8.64%
61,2019-07-29,23.24%
62,2019-07-22,-25.9%
63,2019-07-15,11.71%
64,2019-07-08,2.15%
65,2019-07-01,-9.16%
66,2019-06-24,6.38%
67,2019-06-17,-13.26%
68,2019-06-10,19.94%
69,2019-06-03,-9.09%
70,2019-05-27,7.25%
71,2019-05-20,-25.0%
72,2019-05-13,24.38%
73,2019-05-06,-19.83%
74,2019-04-29,-8.97%
75,2019-04-22,18.67%
76,2019-04-15,-22.96%
77,2019-04-08,18.67%
78,2019-04-01,-9.73%
79,2019-03-25,-2.84%
80,2019-03-18,-10.69%
81,2019-03-11,12.15%
82,2019-03-04,-9.93%
83,2019-02-25,14.84%
84,2019-02-18,-10.61%
85,2019-02-11,-5.14%
86,2019-02-04,24.43%
87,2019-01-28,-6.9%
88,2019-01-21,-2.02%
89,2019-01-14,5.14%
90,2019-01-07,-22.5%
91,2018-12-31,21.43%
92,2018-12-24,-18.18%
93,2018-12-17,8.42%
94,2018-12-10,-4.8%
95,2018-12-03,9.92%
96,2018-11-26,-34.32%
97,2018-11-19,7.89%
98,2018-11-12,21.92%
99,2018-11-05,-6.14%
100,2018-10-29,-20.66%
101,2018-10-22,21.92%
102,2018-10-15,-6.14%
103,2018-10-08,
104,2018-09-24,18.01%
105,2018-09-17,-26.52%
106,2018-09-10,2.4%
107,2018-09-03,17.18%
108,2018-08-27,-2.96%
109,2018-08-20,4.68%
110,2018-08-13,-0.38%
111,2018-08-06,8.65%
112,2018-07-30,18.93%
113,2018-07-23,-14.21%
114,2018-07-16,-0.89%
115,2018-07-09,-28.19%
116,2018-07-02,24.4%
117,2018-06-25,-28.64%
118,2018-06-18,19.43%
119,2018-06-11,-9.65%
120,2018-06-04,-7.6%
121,2018-05-28,-1.49%
122,2018-05-21,1.1%
123,2018-05-14,10.0%
124,2018-05-07,-25.1%
125,2018-04-30,14.8%
126,2018-04-23,5.79%
127,2018-04-16,-2.46%
128,2018-04-09,2.8%
129,2018-04-02,-9.05%
130,2018-03-26,9.06%
131,2018-03-19,1.66%
132,2018-03-12,0.0%
133,2018-03-05,-19.83%
134,2018-02-26,10.92%
135,2018-02-19,-17.79%
136,2018-02-12,22.15%
137,2018-02-05,-1.72%
138,2018-01-29,-3.39%
139,2018-01-22,-19.26%
140,2018-01-15,11.34%
141,2018-01-08,1.55%
142,2018-01-01,-1.18%
143,2017-12-25,-5.84%
144,2017-12-18,-9.93%
145,2017-12-11,21.07%
0,2017-12-04,
1,2020-11-09,-33.16%
2,2020-11-02,16.34%
3,2020-10-26,1.4%
4,2020-10-19,-0.47%
5,2020-10-12,-28.64%
6,2020-10-05,-16.06%
7,2020-09-28,9.12%
8,2020-09-21,18.34%
9,2020-09-14,-30.08%
10,2020-09-07,-3.58%
11,2020-08-31,26.42%
12,2020-08-24,-5.13%
13,2020-08-17,-9.76%
14,2020-08-10,14.07%
15,2020-08-03,-10.78%
16,2020-07-27,-18.68%
17,2020-07-20,18.03%
18,2020-07-13,-6.8%
19,2020-07-06,2.25%
20,2020-06-29,-8.81%
21,2020-06-22,-14.44%
22,2020-06-15,15.08%
23,2020-06-08,16.67%
24,2020-06-01,-13.04%
25,2020-05-25,-1.92%
26,2020-05-18,-9.06%
27,2020-05-11,20.07%
28,2020-05-04,-20.78%
29,2020-04-27,-10.75%
30,2020-04-20,0.65%
31,2020-04-13,21.5%
32,2020-04-06,-31.95%
33,2020-03-30,13.84%
34,2020-03-23,-10.22%
35,2020-03-16,8.61%
36,2020-03-09,2.17%
37,2020-03-02,4.44%
38,2020-02-24,2.33%
39,2020-02-17,-10.71%
40,2020-02-10,2.15%
41,2020-02-03,0.0%
42,2020-01-27,-18.68%
43,2020-01-20,27.47%
44,2020-01-13,-34.47%
45,2020-01-06,24.68%
46,2019-12-30,-8.82%
47,2019-12-23,5.41%
48,2019-12-16,-8.57%
49,2019-12-09,-2.26%
50,2019-12-02,-9.93%
51,2019-11-25,21.74%
52,2019-11-18,-2.99%
53,2019-11-11,-10.37%
54,2019-11-04,2.63%
55,2019-10-28,-20.85%
56,2019-10-21,-4.15%
57,2019-10-14,11.96%
58,2019-10-07,-2.44%
59,2019-09-30,16.33%
60,2019-09-23,-14.23%
61,2019-09-16,8.9%
62,2019-09-09,-25.78%
63,2019-09-02,
64,2019-06-03,-8.13%
65,2019-05-27,9.8%
66,2019-05-20,17.03%
67,2019-05-13,-34.5%
68,2019-05-06,13.96%
69,2019-04-29,15.09%
70,2019-04-22,0.0%
71,2019-04-15,-14.22%
72,2019-04-08,-1.95%
73,2019-04-01,-16.79%
74,2019-03-25,11.76%
75,2019-03-18,3.7%
76,2019-03-11,-6.54%
77,2019-03-04,14.08%
78,2019-02-25,-28.15%
79,2019-02-18,26.23%
80,2019-02-11,-0.89%
81,2019-02-04,-12.33%
82,2019-01-28,-9.41%
83,2019-01-21,0.72%
84,2019-01-14,2.17%
85,2019-01-07,9.59%
86,2018-12-31,-27.76%
87,2018-12-24,28.43%
88,2018-12-17,-13.39%
89,2018-12-10,-11.42%
90,2018-12-03,-4.59%
91,2018-11-26,3.38%
92,2018-11-19,-7.69%
93,2018-11-12,20.13%
94,2018-11-05,-21.54%
95,2018-10-29,11.04%
96,2018-10-22,-4.14%
97,2018-10-15,20.94%
98,2018-10-08,-37.44%
99,2018-10-01,4.32%
100,2018-09-24,24.65%
101,2018-09-17,-32.72%
102,2018-09-10,-8.68%
103,2018-09-03,5.11%
104,2018-08-27,16.84%
105,2018-08-20,-15.79%
106,2018-08-13,9.09%
107,2018-08-06,27.69%
108,2018-07-30,-31.91%
109,2018-07-23,-4.44%
110,2018-07-16,10.04%
111,2018-07-09,3.0%
112,2018-07-02,13.72%
113,2018-06-25,-3.59%
114,2018-06-18,9.9%
115,2018-06-11,-39.01%
116,2018-06-04,-4.35%
117,2018-05-28,16.67%
118,2018-05-21,-2.27%
119,2018-05-14,-23.11%
120,2018-05-07,31.77%
121,2018-04-30,-24.34%
122,2018-04-23,8.94%
123,2018-04-16,13.55%
124,2018-04-09,-32.43%
0,2018-04-02,
1,2020-11-09,-19.89%
2,2020-11-02,15.64%
3,2020-10-26,-34.27%
4,2020-10-19,36.4%
5,2020-10-12,-10.53%
6,2020-10-05,-22.62%
7,2020-09-28,-8.74%
8,2020-09-21,13.84%
9,2020-09-14,-16.58%
10,2020-09-07,7.11%
11,2020-08-31,-4.31%
12,2020-08-24,4.59%
13,2020-08-17,-21.63%
14,2020-08-10,15.81%
15,2020-08-03,-7.51%
16,2020-07-27,-16.59%
17,2020-07-20,25.84%
18,2020-07-13,-31.82%
19,2020-07-06,8.05%
20,2020-06-29,-13.33%
21,2020-06-22,28.68%
22,2020-06-15,-40.21%
23,2020-06-08,-4.41%
24,2020-06-01,-1.06%
25,2020-05-25,6.62%
26,2020-05-18,1.87%
27,2020-05-11,-2.28%
28,2020-05-04,35.69%
29,2020-04-27,-34.68%
30,2020-04-20,-0.86%
31,2020-04-13,22.13%
32,2020-04-06,-39.89%
33,2020-03-30,25.78%
34,2020-03-23,7.37%
35,2020-03-16,-20.45%
36,2020-03-09,-5.19%
37,2020-03-02,27.35%
38,2020-02-24,-45.06%
39,2020-02-17,-6.81%
40,2020-02-10,26.29%
41,2020-02-03,-36.76%
42,2020-01-27,28.85%
43,2020-01-20,9.44%
44,2020-01-13,-25.15%
45,2020-01-06,-13.73%
46,2019-12-30,6.03%
47,2019-12-23,10.55%
48,2019-12-16,-23.08%
49,2019-12-09,6.67%
50,2019-12-02,-4.46%
51,2019-11-25,35.47%
52,2019-11-18,-23.18%
53,2019-11-11,-13.44%
54,2019-11-04,14.22%
55,2019-10-28,-20.44%
56,2019-10-21,11.93%
57,2019-10-14,-18.75%
58,2019-10-07,-13.16%
59,2019-09-30,24.81%
60,2019-09-23,-19.59%
61,2019-09-16,-10.78%
62,2019-09-09,1.17%
63,2019-09-02,6.69%
64,2019-08-26,8.02%
65,2019-08-19,-25.23%
66,2019-08-12,33.33%
67,2019-08-05,-8.24%
68,2019-07-29,9.64%
69,2019-07-22,-19.66%
70,2019-07-15,22.54%
71,2019-07-08,-12.12%
72,2019-07-01,-22.16%
73,2019-06-24,-12.39%
74,2019-06-17,32.68%
75,2019-06-10,-18.13%
76,2019-06-03,-0.99%
77,2019-05-27,-17.65%
78,2019-05-20,13.75%
79,2019-05-13,
80,2019-04-29,-10.62%
81,2019-04-22,23.6%
82,2019-04-15,-13.09%
83,2019-04-08,-1.85%
84,2019-04-01,-9.09%
85,2019-03-25,12.5%
86,2019-03-18,-16.67%
87,2019-03-11,15.92%
88,2019-03-04,15.05%
89,2019-02-25,-4.0%
90,2019-02-18,-28.57%
91,2019-02-11,6.84%
92,2019-02-04,-10.09%
93,2019-01-28,25.83%
94,2019-01-21,-6.74%
95,2019-01-14,7.89%
96,2019-01-07,-38.29%
97,2018-12-31,4.55%
98,2018-12-24,1.3%
99,2018-12-17,25.0%
100,2018-12-10,-1.75%
101,2018-12-03,-32.18%
102,2018-11-26,21.3%
103,2018-11-19,9.94%
104,2018-11-12,-42.33%
105,2018-11-05,-2.16%
106,2018-10-29,31.22%
107,2018-10-22,-14.11%
108,2018-10-15,-5.38%
109,2018-10-08,-2.55%
110,2018-10-01,-3.48%
111,2018-09-24,11.54%
112,2018-09-17,-7.07%
113,2018-09-10,-9.64%
114,2018-09-03,-6.48%
115,2018-08-27,
116,2018-08-13,21.01%
117,2018-08-06,-5.42%
118,2018-07-30,13.55%
119,2018-07-23,-30.27%
120,2018-07-16,13.28%
121,2018-07-09,-13.4%
122,2018-07-02,-9.28%
123,2018-06-25,11.2%
124,2018-06-18,21.74%
125,2018-06-11,-9.44%
126,2018-06-04,3.55%
127,2018-05-28,-14.74%
128,2018-05-21,11.01%
129,2018-05-14,-12.89%
130,2018-05-07,-7.31%
131,2018-04-30,5.11%
132,2018-04-23,3.59%
133,2018-04-16,-6.98%
134,2018-04-09,8.7%
135,2018-04-02,4.29%
136,2018-03-26,13.93%
137,2018-03-19,-9.83%
138,2018-03-12,2.63%
139,2018-03-05,8.11%
140,2018-02-26,-30.59%
141,2018-02-19,22.07%
142,2018-02-12,-10.98%
143,2018-02-05,-32.81%
144,2018-01-29,4.71%
145,2018-01-22,3.29%
146,2018-01-15,-3.83%
0,2018-01-08,
1,2020-11-09,16.18%
2,2020-11-02,2.92%
3,2020-10-26,19.88%
4,2020-10-19,-33.08%
5,2020-10-12,6.21%
6,2020-10-05,4.22%
7,2020-09-28,15.72%
8,2020-09-21,-56.72%
9,2020-09-14,20.48%
10,2020-09-07,8.38%
11,2020-08-31,-35.29%
12,2020-08-24,41.06%
13,2020-08-17,-47.54%
14,2020-08-10,6.11%
15,2020-08-03,21.3%
16,2020-07-27,-11.28%
17,2020-07-20,-42.57%
18,2020-07-13,18.96%
19,2020-07-06,10.53%
20,2020-06-29,-29.41%
21,2020-06-22,15.15%
22,2020-06-15,-1.79%
23,2020-06-08,-24.56%
24,2020-06-01,26.76%
25,2020-05-25,-4.49%
26,2020-05-18,32.52%
27,2020-05-11,
28,2020-04-27,-6.02%
29,2020-04-20,-9.09%
30,2020-04-13,16.15%
31,2020-04-06,3.11%
32,2020-03-30,1.28%
33,2020-03-23,-31.82%
34,2020-03-16,18.72%
35,2020-03-09,7.27%
36,2020-03-02,-22.22%
37,2020-02-24,29.95%
38,2020-02-17,-45.04%
39,2020-02-10,1.58%
40,2020-02-03,37.43%
41,2020-01-27,8.55%
42,2020-01-20,-15.89%
43,2020-01-13,-38.71%
44,2020-01-06,38.37%
45,2019-12-30,-13.21%
46,2019-12-23,-35.0%
47,2019-12-16,14.2%
48,2019-12-09,-20.86%
49,2019-12-02,3.57%
50,2019-11-25,-3.7%
51,2019-11-18,5.95%
52,2019-11-11,-3.8%
53,2019-11-04,-10.98%
54,2019-10-28,0.0%
55,2019-10-21,-10.44%
56,2019-10-14,-1.99%
57,2019-10-07,7.8%
58,2019-09-30,-14.81%
59,2019-09-23,0.46%
60,2019-09-16,8.33%
61,2019-09-09,-28.28%
62,2019-09-02,19.69%
63,2019-08-26,3.43%
64,2019-08-19,19.8%
65,2019-08-12,-3.16%
66,2019-08-05,-11.66%
67,2019-07-29,-29.67%
68,2019-07-22,11.02%
69,2019-07-15,9.05%
70,2019-07-08,-12.04%
71,2019-07-01,22.9%
72,2019-06-24,-47.88%
73,2019-06-17,-0.41%
74,2019-06-10,32.24%
75,2019-06-03,1.81%
76,2019-05-27,-30.67%
77,2019-05-20,-5.63%
78,2019-05-13,
79,2019-04-29,-34.94%
80,2019-04-22,-6.7%
81,2019-04-15,10.46%
82,2019-04-08,-3.74%
83,2019-04-01,-7.21%
84,2019-03-25,0.42%
85,2019-03-18,17.3%
86,2019-03-11,-1.53%
87,2019-03-04,1.01%
88,2019-02-25,-19.29%
89,2019-02-18,2.98%
90,2019-02-11,-1.32%
91,2019-02-04,24.68%
92,2019-01-28,9.2%
93,2019-01-21,3.8%
94,2019-01-14,-7.24%
95,2019-01-07,-39.88%
96,2018-12-31,26.75%
97,2018-12-24,-29.34%
98,2018-12-17,25.93%
99,2018-12-10,-21.25%
100,2018-12-03,-2.06%
101,2018-11-26,29.8%
102,2018-11-19,-61.87%
103,2018-11-12,24.89%
104,2018-11-05,2.96%
105,2018-10-29,9.76%
106,2018-10-22,-25.0%
107,2018-10-15,
108,2018-10-01,-20.53%
109,2018-09-24,24.18%
110,2018-09-17,-3.62%
111,2018-09-10,-56.64%
112,2018-09-03,2.68%
113,2018-08-27,19.27%
114,2018-08-20,-17.05%
115,2018-08-13,6.8%
116,2018-08-06,22.4%
117,2018-07-30,-10.07%
118,2018-07-23,5.49%
119,2018-07-16,-15.48%
120,2018-07-09,6.15%
121,2018-07-02,12.5%
122,2018-06-25,6.12%
123,2018-06-18,-21.01%
124,2018-06-11,20.96%
125,2018-06-04,-12.88%
126,2018-05-28,0.67%
127,2018-05-21,-3.38%
128,2018-05-14,14.38%
129,2018-05-07,-29.77%
130,2018-04-30,-25.88%
131,2018-04-23,11.21%
132,2018-04-16,6.84%
133,2018-04-09,31.07%
134,2018-04-02,-22.13%
135,2018-03-26,-4.03%
136,2018-03-19,5.81%
137,2018-03-12,-6.16%
138,2018-03-05,13.55%
139,2018-02-26,-31.34%
140,2018-02-19,-21.59%
141,2018-02-12,10.28%
142,2018-02-05,25.0%
143,2018-01-29,-55.56%
144,2018-01-22,41.07%
145,2018-01-15,-34.85%
0,2018-01-08,
1,2020-11-09,22.07%
2,2020-11-02,-17.92%
3,2020-10-26,-27.45%
4,2020-10-19,21.54%
5,2020-10-12,15.2%
6,2020-10-05,-5.2%
7,2020-09-28,-22.53%
8,2020-09-21,14.35%
9,2020-09-14,-1.57%
10,2020-09-07,4.64%
11,2020-08-31,
12,2020-07-20,-11.42%
13,2020-07-13,-1.23%
14,2020-07-06,15.79%
15,2020-06-29,-19.71%
16,2020-06-22,6.02%
17,2020-06-15,
18,2020-05-04,22.1%
19,2020-04-27,6.51%
20,2020-04-20,7.46%
21,2020-04-13,-39.78%
22,2020-04-06,-4.23%
23,2020-03-30,20.3%
24,2020-03-23,-6.48%
25,2020-03-16,-14.35%
26,2020-03-09,17.11%
27,2020-03-02,10.09%
28,2020-02-24,1.53%
29,2020-02-17,-21.24%
30,2020-02-10,-10.26%
31,2020-02-03,0.78%
32,2020-01-27,30.47%
33,2020-01-20,-7.87%
34,2020-01-13,-20.31%
35,2020-01-06,13.85%
36,2019-12-30,-35.18%
37,2019-12-23,24.91%
38,2019-12-16,8.91%
39,2019-12-09,-9.24%
40,2019-12-02,1.0%
41,2019-11-25,8.54%
42,2019-11-18,-6.04%
43,2019-11-11,-42.49%
44,2019-11-04,1.09%
45,2019-10-28,25.0%
46,2019-10-21,9.8%
47,2019-10-14,-33.7%
48,2019-10-07,26.83%
49,2019-09-30,-22.78%
50,2019-09-23,-6.79%
51,2019-09-16,12.71%
52,2019-09-09,-33.5%
53,2019-09-02,
54,2019-08-19,10.19%
55,2019-08-12,-19.46%
56,2019-08-05,16.29%
57,2019-07-29,-49.19%
58,2019-07-22,12.32%
59,2019-07-15,12.4%
60,2019-07-08,2.36%
61,2019-07-01,-26.57%
62,2019-06-24,16.03%
63,2019-06-17,16.82%
64,2019-06-10,-3.28%
65,2019-06-03,-8.47%
66,2019-05-27,-20.98%
67,2019-05-20,-8.87%
68,2019-05-13,23.7%
69,2019-05-06,-19.9%
70,2019-04-29,-5.67%
71,2019-04-22,26.05%
72,2019-04-15,-19.17%
73,2019-04-08,8.26%
74,2019-04-01,-25.59%
75,2019-03-25,27.55%
76,2019-03-18,-19.27%
77,2019-03-11,-3.06%
78,2019-03-04,-1.27%
79,2019-02-25,14.64%
80,2019-02-18,-34.8%
81,2019-02-11,13.82%
82,2019-02-04,-2.95%
83,2019-01-28,26.23%
84,2019-01-21,-52.22%
85,2019-01-14,36.13%
86,2019-01-07,-45.71%
87,2018-12-31,30.98%
88,2018-12-24,-16.48%
89,2018-12-17,-14.15%
90,2018-12-10,26.92%
91,2018-12-03,-30.99%
92,2018-11-26,-11.16%
93,2018-11-19,11.65%
94,2018-11-12,1.82%
95,2018-11-05,20.37%
96,2018-10-29,-5.81%
97,2018-10-22,-5.49%
98,2018-10-15,-9.9%
99,2018-10-08,3.32%
100,2018-10-01,-3.43%
101,2018-09-24,3.32%
102,2018-09-17,-31.37%
103,2018-09-10,5.97%
104,2018-09-03,4.76%
105,2018-08-27,8.75%
106,2018-08-20,
107,2018-07-09,3.15%
108,2018-07-02,21.54%
109,2018-06-25,-1.55%
110,2018-06-18,1.53%
111,2018-06-11,-31.61%
112,2018-06-04,12.99%
113,2018-05-28,19.0%
114,2018-05-21,-21.79%
115,2018-05-14,3.67%
116,2018-05-07,-8.57%
117,2018-04-30,18.42%
118,2018-04-23,-4.3%
119,2018-04-16,10.31%
120,2018-04-09,-37.93%
121,2018-04-02,-5.0%
122,2018-03-26,19.84%
123,2018-03-19,-16.34%
124,2018-03-12,31.91%
125,2018-03-05,-26.87%
126,2018-02-26,-1.97%
127,2018-02-19,-16.91%
128,2018-02-12,-8.68%
129,2018-02-05,34.98%
130,2018-01-29,-39.18%
131,2018-01-22,-5.46%
132,2018-01-15,37.45%
133,2018-01-08,-33.76%
134,2018-01-01,-10.0%
135,2017-12-25,7.36%
136,2017-12-18,-5.61%
137,2017-12-11,29.2%
138,2017-12-04,6.88%
0,2017-11-27,
1,2020-11-09,15.3%
2,2020-11-02,9.24%
3,2020-10-26,-1.39%
4,2020-10-19,0.91%
5,2020-10-12,-26.27%
6,2020-10-05,1.09%
7,2020-09-28,2.95%
8,2020-09-21,-8.37%
9,2020-09-14,18.95%
10,2020-09-07,-0.43%
11,2020-08-31,-0.43%
12,2020-08-24,7.3%
13,2020-08-17,14.81%
14,2020-08-10,-54.89%
15,2020-08-03,18.6%
16,2020-07-27,-7.33%
17,2020-07-20,-7.63%
18,2020-07-13,19.78%
19,2020-07-06,-19.07%
20,2020-06-29,11.33%
21,2020-06-22,3.52%
22,2020-06-15,-6.85%
23,2020-06-08,-16.24%
24,2020-06-01,12.5%
25,2020-05-25,-24.37%
26,2020-05-18,19.26%
27,2020-05-11,17.57%
28,2020-05-04,-32.49%
29,2020-04-27,3.07%
30,2020-04-20,18.18%
31,2020-04-13,0.97%
32,2020-04-06,-30.24%
33,2020-03-30,11.61%
34,2020-03-23,-1.27%
35,2020-03-16,10.46%
36,2020-03-09,5.61%
37,2020-03-02,-23.76%
38,2020-02-24,
39,2019-11-11,12.27%
40,2019-11-04,23.05%
41,2019-10-28,-25.13%
42,2019-10-21,
43,2019-07-15,-3.0%
44,2019-07-08,-10.42%
45,2019-07-01,-8.3%
46,2019-06-24,21.6%
47,2019-06-17,-9.33%
48,2019-06-10,-26.83%
49,2019-06-03,15.38%
50,2019-05-27,14.39%
51,2019-05-20,-5.75%
52,2019-05-13,-20.5%
53,2019-05-06,5.21%
54,2019-04-29,5.49%
55,2019-04-22,12.4%
56,2019-04-15,-4.42%
57,2019-04-08,9.75%
58,2019-04-01,-13.62%
59,2019-03-25,7.85%
60,2019-03-18,24.22%
61,2019-03-11,-8.28%
62,2019-03-04,-48.09%
63,2019-02-25,29.89%
64,2019-02-18,-2.63%
65,2019-02-11,-10.77%
66,2019-02-04,20.83%
67,2019-01-28,4.09%
68,2019-01-21,-45.12%
69,2019-01-14,29.83%
70,2019-01-07,-3.59%
71,2018-12-31,-9.25%
72,2018-12-24,0.0%
73,2018-12-17,-31.75%
74,2018-12-10,31.73%
75,2018-12-03,-34.12%
76,2018-11-26,27.19%
77,2018-11-19,-22.89%
78,2018-11-12,11.76%
79,2018-11-05,-1.11%
80,2018-10-29,-18.13%
81,2018-10-22,8.84%
82,2018-10-15,-22.45%
83,2018-10-08,27.5%
84,2018-10-01,-18.39%
85,2018-09-24,18.45%
86,2018-09-17,-22.62%
87,2018-09-10,-8.74%
88,2018-09-03,28.57%
89,2018-08-27,-28.12%
90,2018-08-20,13.66%
91,2018-08-13,-15.25%
92,2018-08-06,-11.76%
93,2018-07-30,-6.58%
94,2018-07-23,30.45%
95,2018-07-16,-4.73%
96,2018-07-09,-37.29%
97,2018-07-02,15.23%
98,2018-06-25,0.97%
99,2018-06-18,-20.1%
100,2018-06-11,-0.41%
101,2018-06-04,-0.81%
102,2018-05-28,17.74%
103,2018-05-21,-24.51%
104,2018-05-14,20.47%
105,2018-05-07,-7.43%
106,2018-04-30,16.59%
107,2018-04-23,-12.15%
108,2018-04-16,-15.76%
109,2018-04-09,24.68%
110,2018-04-02,-8.47%
111,2018-03-26,-28.65%
112,2018-03-19,
113,2018-03-05,-15.31%
114,2018-02-26,24.07%
115,2018-02-19,
116,2017-12-04,20.71%
0,2017-11-27,
1,2020-11-09,7.03%
2,2020-11-02,-5.15%
3,2020-10-26,13.07%
4,2020-10-19,19.92%
5,2020-10-12,3.76%
6,2020-10-05,-36.1%
7,2020-09-28,-6.09%
8,2020-09-21,7.43%
9,2020-09-14,1.46%
10,2020-09-07,-16.3%
11,2020-08-31,15.92%
12,2020-08-24,
13,2020-08-03,-15.21%
14,2020-07-27,9.2%
15,2020-07-20,1.32%
16,2020-07-13,
17,2020-06-15,0.32%
18,2020-06-08,3.88%
19,2020-06-01,6.06%
20,2020-05-25,2.15%
21,2020-05-18,-3.66%
22,2020-05-11,6.01%
23,2020-05-04,-18.8%
24,2020-04-27,7.91%
25,2020-04-20,14.09%
26,2020-04-13,-22.4%
27,2020-04-06,13.73%
28,2020-03-30,-2.27%
29,2020-03-23,13.7%
30,2020-03-16,-1.29%
31,2020-03-09,-24.58%
32,2020-03-02,18.71%
33,2020-02-24,-8.79%
34,2020-02-17,1.54%
35,2020-02-10,2.73%
36,2020-02-03,-0.4%
37,2020-01-27,-38.0%
38,2020-01-20,27.25%
39,2020-01-13,-4.78%
40,2020-01-06,-4.56%
41,2019-12-30,-8.36%
42,2019-12-23,15.1%
43,2019-12-16,10.28%
44,2019-12-09,-33.04%
45,2019-12-02,3.64%
46,2019-11-25,-0.69%
47,2019-11-18,5.12%
48,2019-11-11,-8.99%
49,2019-11-04,-0.66%
50,2019-10-28,10.82%
51,2019-10-21,10.29%
52,2019-10-14,-18.44%
53,2019-10-07,16.26%
54,2019-09-30,-8.26%
55,2019-09-23,-6.49%
56,2019-09-16,10.39%
57,2019-09-09,-3.6%
58,2019-09-02,15.83%
59,2019-08-26,-0.46%
60,2019-08-19,0.0%
61,2019-08-12,-23.74%
62,2019-08-05,23.25%
63,2019-07-29,-30.77%
64,2019-07-22,-15.44%
65,2019-07-15,15.61%
66,2019-07-08,9.81%
67,2019-07-01,2.09%
68,2019-06-24,-19.23%
69,2019-06-17,-2.87%
70,2019-06-10,1.74%
71,2019-06-03,6.38%
72,2019-05-27,5.68%
73,2019-05-20,-18.47%
74,2019-05-13,-4.41%
75,2019-05-06,14.29%
76,2019-04-29,11.74%
77,2019-04-22,-13.3%
78,2019-04-15,-20.08%
79,2019-04-08,-6.62%
80,2019-04-01,-1.78%
81,2019-03-25,4.07%
82,2019-03-18,25.76%
83,2019-03-11,11.02%
84,2019-03-04,-31.19%
85,2019-02-25,19.93%
86,2019-02-18,-9.61%
87,2019-02-11,-35.06%
88,2019-02-04,23.6%
89,2019-01-28,-20.85%
90,2019-01-21,
91,2019-01-07,25.45%
92,2018-12-31,-17.48%
93,2018-12-24,-17.3%
94,2018-12-17,31.86%
95,2018-12-10,5.19%
96,2018-12-03,-25.57%
97,2018-11-26,9.45%
98,2018-11-19,-26.1%
99,2018-11-12,31.21%
100,2018-11-05,18.52%
101,2018-10-29,-35.8%
102,2018-10-22,4.6%
103,2018-10-15,8.77%
104,2018-10-08,8.65%
105,2018-10-01,-22.63%
106,2018-09-24,-3.0%
107,2018-09-17,15.0%
108,2018-09-10,-3.43%
109,2018-09-03,0.95%
110,2018-08-27,-40.19%
111,2018-08-20,31.4%
112,2018-08-13,
113,2018-07-23,26.03%
114,2018-07-16,-3.91%
115,2018-07-09,-16.13%
116,2018-07-02,-15.28%
117,2018-06-25,8.43%
118,2018-06-18,-7.02%
119,2018-06-11,
120,2018-01-08,14.89%
121,2018-01-01,15.42%
122,2017-12-25,3.45%
123,2017-12-18,-10.71%
124,2017-12-11,9.68%
125,2017-12-04,-42.35%
0,2017-11-27,
1,2020-11-09,5.56%
2,2020-11-02,10.92%
3,2020-10-26,-16.51%
4,2020-10-19,-13.36%
5,2020-10-12,30.36%
6,2020-10-05,-25.13%
7,2020-09-28,
8,2020-08-17,-24.44%
9,2020-08-10,20.0%
10,2020-08-03,-25.0%
11,2020-07-27,16.43%
12,2020-07-20,14.1%
13,2020-07-13,-21.89%
14,2020-07-06,-19.59%
15,2020-06-29,26.62%
16,2020-06-22,-12.09%
